chlorophyll_a_ug_l,water_temperature_c,total_p_mg_l,total_n_mg_l,do_mg_l,predicted_chlorophyll_a_ug_l
6.0,24.666666666666668,0.0373333333333333,1.5196666666666667,8.866666666666667,6.547306318945922
12.4,28.33333333333333,0.0383333333333333,2.106333333333333,5.333333333333333,6.823487259836257
9.0,26.666666666666668,0.0306666666666666,0.9313333333333332,5.466666666666666,5.288308467341606
10.6,23.0,0.023,1.2266666666666668,4.566666666666666,4.239588895194963
8.2,17.0,0.026,1.2306666666666668,10.633333333333333,4.679691860704958
8.8,10.0,0.018,1.2066666666666668,11.133333333333333,3.3707363307313063
7.4,5.0,0.02,1.579,20.933333333333334,4.813972569406224
3.4,5.0,0.019,1.3206666666666669,12.6,3.0491651051544064
2.5,7.0,0.0226666666666666,1.311,11.533333333333331,3.248252714783373
2.6,15.0,0.0273333333333333,1.902,11.1,4.858798141721448
3.5,17.666666666666668,0.0363333333333333,1.9666666666666668,7.333333333333333,4.929560098343182
5.8,20.666666666666668,0.0313333333333333,1.1266666666666667,10.4,5.51154591884028
8.4,21.0,0.0233333333333333,0.921,7.866666666666667,4.470543633842852
5.8,23.666666666666668,0.0293333333333333,1.5723333333333331,7.566666666666666,5.547914104436684
5.9,23.0,0.026,1.2796666666666667,15.2,7.2141205394249805
5.6,21.0,0.028,1.1826666666666668,14.7,6.628834637717514
5.7,15.666666666666666,0.0233333333333333,1.1980000000000002,16.366666666666667,5.671988949600145
4.8,9.0,0.0183333333333333,1.178,19.933333333333334,5.00211499401113
8.8,4.0,0.029,1.652,14.033333333333331,3.64992256282068
3.6,4.0,0.0123333333333333,1.953,13.5,3.0906289005890084
3.9,5.666666666666667,0.009,1.9513333333333331,13.4,3.1728247988722
7.0,11.333333333333334,0.0173333333333333,1.8773333333333333,13.366666666666667,4.267974883359353
4.0,17.0,0.019,1.6743333333333332,13.0,5.142718759522455
13.4,21.0,0.0176666666666666,1.7346666666666666,9.466666666666669,5.007634821734404
12.6,22.0,0.0213333333333333,1.7563333333333333,6.833333333333333,4.762705439452631
6.7,24.666666666666668,0.0253333333333333,1.5373333333333334,7.266666666666667,5.43763981085776
8.3,24.666666666666668,0.0273333333333333,1.1486666666666665,7.366666666666666,5.333455925020389
8.2,22.0,0.0243333333333333,1.272,8.766666666666667,5.09022968031231
3.5,17.333333333333332,0.0256666666666666,1.2486666666666666,9.133333333333333,4.402218315802301
14.3,12.666666666666666,0.0239999999999999,1.6263333333333334,9.433333333333334,3.8433404143478267
4.7,7.0,0.0206666666666666,1.711666666666667,10.233333333333333,3.1227577795431998
6.6,5.0,0.0233333333333333,2.2486666666666664,12.3,3.5222831143726276
5.7,8.0,0.0196666666666666,2.9890000000000003,14.033333333333331,4.524673789785409
9.4,11.666666666666666,0.0206666666666666,2.187333333333333,12.0,4.333642717008664
10.8,18.0,0.0273333333333333,1.505,8.766666666666667,4.642688013375873
26.2,22.0,0.0243333333333333,1.852,6.2,4.81083566693886
5.3,24.0,0.0213333333333333,1.905333333333333,7.166666666666667,5.295692819276665
3.8,26.0,0.026,1.3493333333333333,5.166666666666667,5.096860741096143
5.433333333333333,24.0,0.03,1.0993333333333333,6.033333333333334,4.987893980816294
7.566666666666666,19.666666666666668,0.0263333333333333,1.6989999999999998,8.299999999999999,4.889033172493602
5.366666666666667,15.333333333333334,0.0276666666666666,1.5830000000000002,8.566666666666666,4.211006993365341
2.4,10.0,0.0246666666666666,1.2706666666666668,9.9,3.4208689083247394
3.2,6.333333333333333,0.018,1.6576666666666666,11.733333333333334,3.173065076792783
5.633333333333333,4.0,0.0146666666666666,1.9926666666666664,13.233333333333334,3.1405714228294093
1.6,7.0,0.0123333333333333,1.903333333333333,12.933333333333332,3.3647791228575707
1.5333333333333332,10.666666666666666,0.0123333333333333,1.7766666666666666,10.966666666666669,3.4651333496260452
5.2,17.666666666666668,0.01,1.723,8.299999999999999,3.8618470768824
2.733333333333333,20.0,0.014,1.292,6.133333333333333,3.7554063690221646
5.266666666666667,23.666666666666668,0.015,0.9446666666666668,4.733333333333333,3.912596803279234
9.533333333333331,26.0,0.0366666666666666,1.615,5.2,5.8255271778982385
8.166666666666666,26.0,0.0263333333333333,1.5833333333333333,6.633333333333333,5.6222185964928215
9.466666666666669,21.666666666666668,0.0273333333333333,1.1083333333333334,6.733333333333333,4.6130500359124404
8.0,16.0,0.0153333333333333,1.113,8.333333333333334,3.5615972241113
6.266666666666667,7.0,0.0116666666666666,1.6566666666666665,10.8,2.8987854675847853
1.7333333333333334,3.6666666666666665,0.0093333333333333,1.616,12.766666666666666,2.719096752228845
2.1,4.0,0.009,1.9333333333333331,13.233333333333334,2.932369367563375
0.8666666666666667,7.666666666666667,0.0103333333333333,1.7700000000000002,11.5,3.090140469271276
3.0,13.333333333333334,0.01,2.1573333333333333,9.566666666666668,3.6622221989079975
3.6666666666666665,17.666666666666668,0.01,2.056,7.633333333333333,3.885883098309952
7.266666666666667,21.666666666666668,0.0083333333333333,1.3036666666666668,5.933333333333334,3.747072527917214
8.9,20.666666666666668,0.0353333333333333,1.913333333333333,7.433333333333334,5.441122734641441
12.8,26.0,0.043,1.3533333333333335,2.933333333333333,5.410479467490641
13.433333333333332,22.0,0.0683333333333333,1.507,7.333333333333333,7.410046457814207
4.2,17.599999999999998,0.074,1.5963333333333332,7.266666666666667,6.739749743495817
11.5,14.2,0.0353333333333333,1.4003333333333334,8.566666666666666,4.265332214123198
6.166666666666667,9.4,0.0183333333333333,1.4403333333333332,9.433333333333332,3.1124191300740973
3.8333333333333335,5.2,0.0113333333333333,1.318,11.566666666666668,2.674025224258828
5.1000000000000005,4.533333333333333,0.0143333333333333,1.386,11.9,2.761371004179
5.166666666666667,8.033333333333333,0.0123333333333333,0.603,11.133333333333333,2.713374367556938
1.9333333333333331,12.5,0.0093333333333333,2.8976666666666664,10.066666666666666,3.942385684559447
2.466666666666667,16.133333333333333,0.0103333333333333,1.5553333333333337,7.533333333333334,3.441919621563769
3.5,19.73333333333333,0.011,0.8263333333333334,4.666666666666667,3.1580096166790295
1.9333333333333331,21.5,0.0173333333333333,0.1773333333333333,5.7,3.528914520203254
1.0333333333333334,26.5,0.0226666666666666,1.4746666666666666,4.6000000000000005,4.96198172901185
2.433333333333333,24.1,0.0703333333333333,1.8423333333333332,7.599999999999999,8.50730358177259
0.3,19.6,0.0363333333333333,1.1176666666666666,7.7,4.8939980792030395
1.0666666666666669,16.466666666666665,0.0123333333333333,1.6466666666666665,7.0,3.5043474676865323
0.9,10.4,0.0143333333333333,1.5286666666666668,8.266666666666666,2.952539882343603
1.3666666666666665,6.166666666666667,0.0023333333333333,1.7476666666666667,7.566666666666666,2.1270450803836805
1.0666666666666669,6.366666666666667,0.0093333333333333,1.5123333333333333,10.733333333333334,2.6918055663090668
1.4333333333333331,9.0,0.0106666666666666,1.901333333333333,11.6,3.3424294653597686
0.9666666666666668,13.233333333333334,0.0069999999999999,1.6376666666666668,10.8,3.535773891287242
4.033333333333333,17.400000000000002,0.0106666666666666,0.9756666666666668,8.666666666666666,3.585736943217273
2.3000000000000003,19.933333333333334,0.0166666666666666,0.844,5.933333333333334,3.6131294416518056
2.8000000000000003,22.4,0.022,1.421,5.933333333333334,4.484944148658812
1.7333333333333334,22.633333333333336,0.0943333333333333,1.4223333333333334,8.0,9.787332368539662
3.8333333333333335,20.4,0.062,1.267,8.466666666666667,6.7773367612768585
5.733333333333333,20.166666666666668,0.005,1.024333333333333,9.666666666666666,3.981889336444951
1.3333333333333333,16.566666666666666,0.005,1.5263333333333335,8.466666666666667,3.4603142440077583
4.566666666666666,10.9,0.0156666666666666,2.272,11.1,3.866225133073881
5.1000000000000005,3.333333333333333,0.0106666666666666,1.861,13.833333333333334,2.9719902281872455
3.8333333333333335,3.966666666666667,0.0053333333333333,1.54,13.300000000000002,2.6844851865916155
1.9666666666666668,6.8,0.0043333333333333,1.3013333333333332,13.166666666666666,2.8773213602027266
3.3000000000000003,14.300000000000002,0.0113333333333333,1.2373333333333332,10.466666666666669,3.6139860408701434
1.0,17.733333333333334,0.0046666666666666,1.3713333333333333,9.733333333333334,3.7767801753118375
3.533333333333333,22.53333333333333,0.0043333333333333,1.059,7.300000000000001,3.8677678358076895
4.9,22.46666666666667,0.0256666666666666,0.938,8.700000000000001,5.036378617492479
4.833333333333333,27.433333333333334,0.026,1.4193333333333331,5.766666666666667,5.5665369262004
5.8,24.066666666666663,0.0353333333333333,1.7183333333333335,6.900000000000001,5.872270688082497
2.6333333333333333,24.0,0.0166666666666666,0.731,6.733333333333334,4.336279198726365
2.733333333333333,17.5,0.015,0.8663333333333334,9.433333333333332,3.8609638662973262
2.733333333333333,10.366666666666667,0.01,0.9413333333333332,11.733333333333334,3.1370816755592577
2.833333333333333,5.0,0.0133333333333333,1.5,12.766666666666666,2.9587403512711665
2.4,3.9333333333333336,0.011,1.1876666666666666,13.8,2.8030082867264694
3.1333333333333333,5.6000000000000005,0.008,1.407333333333333,13.533333333333331,2.945587340251898
2.333333333333333,12.2,0.0146666666666666,1.8936666666666664,10.333333333333334,3.7029669553261817
3.633333333333333,17.866666666666667,0.009,1.3266666666666669,8.233333333333333,3.6625439932111625
2.833333333333333,20.0,0.0146666666666666,1.4996666666666665,5.966666666666668,3.8433964768370306
3.9333333333333336,26.8,0.0203333333333333,1.3070000000000002,6.433333333333334,5.248602427785084
5.6000000000000005,25.96666666666667,0.0246666666666666,1.403333333333333,6.800000000000001,5.459506935971295
4.9,22.166666666666668,0.043,1.781666666666667,9.333333333333334,6.641969077429707
3.8666666666666663,22.8,0.0183333333333333,1.9803333333333333,7.566666666666666,5.059246740386987
0.8666666666666667,16.8,0.0073333333333333,1.6016666666666666,7.433333333333334,3.426252451109553
1.2333333333333334,9.7,0.0096666666666666,2.5,10.933333333333332,3.534211468425191
0.9666666666666668,4.033333333333333,0.0126666666666666,1.3683333333333334,12.033333333333331,2.667598967948725
2.0,3.9,0.0076666666666666,1.5623333333333331,13.6,2.7999640278038105
1.1666666666666667,7.733333333333333,0.0173333333333333,1.4726666666666668,12.333333333333334,3.3600093737585786
0.7000000000000001,12.8,0.0076666666666666,1.418,10.566666666666666,3.3678621969451044
6.533333333333334,17.166666666666668,0.0216666666666666,1.1476666666666666,9.466666666666669,4.222133559670936
3.9,20.366666666666667,0.0249999999999999,0.9523333333333333,7.0,4.270864279684385
5.166666666666667,22.23333333333333,0.0326666666666666,1.0826666666666669,6.9,4.989131824248313
2.8666666666666667,26.33333333333333,0.0266666666666666,0.997,5.166666666666667,4.991282548959544
3.333333333333333,24.76666666666667,0.0153333333333333,0.8130000000000001,7.533333333333332,4.6210376114328495
7.533333333333334,22.266666666666666,0.0146666666666666,0.903,8.433333333333334,4.411459255923747
1.5,17.633333333333336,0.0126666666666666,0.867,7.766666666666667,3.484215014879096
1.9333333333333331,10.166666666666666,0.0139999999999999,0.8093333333333333,10.933333333333332,3.0646454657840225
1.1666666666666667,5.599999999999999,0.0146666666666666,1.5216666666666667,12.066666666666668,2.9729484406978317
1.2666666666666666,5.466666666666666,0.015,1.761,12.533333333333331,3.133217808492634
2.4333333333333336,7.766666666666667,0.0196666666666666,1.626,11.633333333333333,3.38935016044183
0.7666666666666666,11.433333333333332,0.0096666666666666,1.5213333333333334,10.766666666666666,3.3329436422106227
12.566666666666668,17.400000000000002,0.0253333333333333,1.024333333333333,10.5,4.579440458127206
1.4666666666666668,20.966666666666665,0.008,0.8173333333333334,7.266666666666667,3.666384467150098
3.8333333333333335,24.5,0.0173333333333333,1.1713333333333331,6.266666666666666,4.574392366342658
4.8,28.899999999999995,0.0133333333333333,0.5343333333333333,8.666666666666666,5.395228369141641
6.333333333333333,29.266666666666666,0.019,1.2303333333333333,6.333333333333333,5.592705146281147
4.6000000000000005,22.46666666666667,0.0183333333333333,1.863,6.733333333333333,4.739731675284455
4.5,18.066666666666663,0.0139999999999999,1.6196666666666666,10.566666666666666,4.507109794875126
1.7333333333333334,12.5,0.0116666666666666,1.409333333333333,10.2,3.4028749547259807
0.8666666666666667,5.633333333333333,0.0186666666666666,1.8623333333333327,12.866666666666667,3.378181556594571
1.2666666666666666,3.633333333333333,0.0176666666666666,1.9703333333333333,14.566666666666668,3.4130270645816134
0.8666666666666667,6.333333333333333,0.0173333333333333,1.748,12.266666666666666,3.2750760926074287
1.2666666666666666,12.533333333333331,0.007,1.5873333333333337,10.233333333333334,3.320711534500356
2.2333333333333334,18.1,0.0143333333333333,1.3853333333333333,8.833333333333334,4.049291040124816
1.0666666666666669,22.33333333333333,0.013,1.0716666666666663,6.633333333333334,4.061829448132887
5.933333333333334,26.6,0.0346666666666666,1.1873333333333334,6.9,6.0275012040360725
2.333333333333333,26.433333333333334,0.034,1.2913333333333334,5.166666666666667,5.557250402294516
0.7333333333333334,28.53333333333333,0.0203333333333333,0.7686666666666667,4.933333333333334,4.903932602120187
7.2,22.666666666666668,0.0166666666666666,1.653333333333333,7.566666666666666,4.773322123828774
4.833333333333333,16.8,0.015,1.3093333333333332,8.5,3.7803371054464705
1.4666666666666668,12.366666666666667,0.0163333333333333,1.3036666666666663,9.066666666666666,3.311774207465243
4.9,5.0,0.0126666666666666,1.695,10.966666666666669,2.7347715342285563
3.9,4.666666666666667,0.0463333333333333,1.6403333333333334,11.4,3.9178208626311832
3.3,7.666666666666667,0.0136666666666666,1.6016666666666666,9.0,2.7472658009197586
2.9,10.666666666666666,0.0116666666666666,2.016,8.733333333333333,3.1582626527310955
3.6,16.666666666666668,0.0046666666666666,1.0406666666666666,9.166666666666666,3.3825095104439633
4.0,23.666666666666668,0.0126666666666666,0.91,8.033333333333333,4.474091686322192
3.9,28.0,0.0173333333333333,0.8663333333333334,8.233333333333333,5.517664203348689
2.8,27.0,0.0386666666666666,0.9143333333333334,8.4,6.600493538465307
4.9,25.33333333333333,0.0413333333333333,0.7613333333333333,8.033333333333333,6.1701851130747505
19.2,22.0,0.013,0.982,9.2,4.498828177414022
3.5,18.0,0.0226666666666666,1.003,9.633333333333333,4.363201900660207
0.7,11.0,0.009,0.7986666666666666,11.933333333333332,3.1611049610272124
3.8,4.0,0.016,1.0933333333333333,10.966666666666669,2.516949098501791
2.6,4.0,0.0133333333333333,1.3706666666666667,9.5,2.3334963159034383
4.1,6.0,0.0066666666666666,1.6450000000000002,9.566666666666666,2.4541454958494002
4.2,10.333333333333334,0.01,1.6820000000000002,8.799999999999999,2.9456281004430664
3.4,16.666666666666668,0.0283333333333333,1.5726666666666669,7.333333333333333,4.193088230465122
10.4,19.0,0.018,1.227,6.6000000000000005,3.8233097772682356
10.3,22.33333333333333,0.0116666666666666,1.0463333333333331,10.366666666666667,4.789675463910136
9.0,24.33333333333333,0.0216666666666666,0.8956666666666667,6.2,4.583055670169869
5.1,26.0,0.0176666666666666,0.834,7.766666666666666,5.016187548279427
5.7,21.0,0.0126666666666666,0.7656666666666666,9.433333333333334,4.259757629023443
5.7,18.0,0.0073333333333333,1.005,8.0,3.440086353688468
4.0,11.0,0.0176666666666666,1.287,12.166666666666666,3.7173908454157827
1.2,5.0,0.0176666666666666,0.8336666666666668,13.466666666666669,2.959785458693128
6.9,4.0,0.0156666666666666,1.4136666666666666,13.0,2.9170669438579107
6.5,6.0,0.0156666666666666,1.777,11.833333333333334,3.115044854851373
1.9,11.0,0.0393333333333333,1.5693333333333337,10.266666666666667,4.358228813838878
2.8,17.666666666666668,0.04,1.8806666666666667,9.533333333333331,5.6101107993470825
4.8,21.666666666666668,0.0123333333333333,1.3773333333333333,8.266666666666667,4.414896888895531
6.9,24.33333333333333,0.019,0.5363333333333333,7.933333333333334,4.65666316200289
5.1,26.666666666666668,0.0183333333333333,1.1836666666666666,11.733333333333334,6.462730150357682
6.4,22.666666666666668,0.032,1.715,12.6,7.02447944993566
7.4,17.333333333333332,0.0233333333333333,1.530333333333333,7.399999999999999,4.082543333106812
7.0,16.333333333333332,0.024,1.5226666666666666,8.033333333333333,4.077878442090061
5.1,9.0,0.022,1.4560000000000002,12.0,3.63875793108988
6.2,3.333333333333333,0.0176666666666666,1.4923333333333335,12.433333333333332,2.8425971456690577
4.0,4.0,0.023,1.8536666666666664,13.633333333333333,3.4426890908697
5.8,9.333333333333334,0.0216666666666666,1.897333333333333,13.2,4.108165069605691
6.4,13.0,0.0249999999999999,1.292,11.333333333333334,4.153258886309602
5.7,17.666666666666668,0.022,1.0513333333333332,10.533333333333331,4.4961312768623305
8.8,21.666666666666668,0.0146666666666666,1.2693333333333332,10.0,4.850138651122646
5.8,24.666666666666668,0.0363333333333333,1.5086666666666666,8.333333333333334,6.322539398418389
12.2,28.666666666666668,0.0366666666666666,2.009333333333333,4.966666666666667,6.615657401450423
8.0,26.666666666666668,0.0213333333333333,0.8386666666666667,5.866666666666667,4.870867203067219
9.4,23.0,0.024,1.132,3.5,4.019410143876284
9.2,17.0,0.021,1.2140000000000002,11.233333333333334,4.575831703109347
8.0,10.0,0.0233333333333333,1.2383333333333333,11.2,3.5898724023795667
7.0,5.0,0.0193333333333333,1.4606666666666666,20.83333333333333,4.696101412558914
3.0,5.0,0.0166666666666666,1.2686666666666666,12.533333333333331,2.943396702679628
2.3,7.0,0.0186666666666666,1.2536666666666667,11.866666666666667,3.1446292410828933
2.8,15.0,0.0289999999999999,1.892,10.933333333333332,4.894104091044538
3.2,18.0,0.0306666666666666,1.8173333333333328,7.3,4.633895896559094
4.8,22.666666666666668,0.0263333333333333,1.001,9.433333333333334,5.323349696044395
7.6,20.666666666666668,0.022,0.9216666666666667,8.200000000000001,4.4280115743513795
5.1,22.666666666666668,0.0303333333333333,1.4913333333333334,7.6,5.361932849061675
5.2,22.33333333333333,0.0196666666666666,1.208,14.766666666666666,6.464320519582391
5.2,20.666666666666668,0.0256666666666666,1.031,15.433333333333332,6.519570464774737
5.9,16.0,0.0239999999999999,1.1356666666666666,14.933333333333332,5.366438609212546
4.1,9.0,0.0139999999999999,1.1306666666666667,20.53333333333333,4.907304218560041
6.5,4.0,0.0303333333333333,1.7406666666666666,14.5,3.8280944582360794
1.8,4.0,0.0116666666666666,1.6776666666666669,13.6,2.98036432272573
3.1,5.666666666666667,0.011,2.0976666666666666,13.066666666666668,3.243576054162123
8.4,11.333333333333334,0.01,1.856666666666667,13.2,3.921259612376282
3.0,16.666666666666668,0.0173333333333333,1.8006666666666666,12.133333333333333,4.865756260798347
12.5,20.666666666666668,0.0176666666666666,1.4313333333333336,9.366666666666667,4.7567327035652305
10.9,21.666666666666668,0.0203333333333333,1.3656666666666666,6.1000000000000005,4.298318920642421
4.3,25.33333333333333,0.0236666666666666,1.6823333333333332,8.866666666666665,6.000036798181878
8.2,24.666666666666668,0.0446666666666666,1.291,7.399999999999999,6.398631508657159
3.9,21.666666666666668,0.0266666666666666,1.314,8.533333333333333,5.111320925054961
4.5,16.666666666666668,0.0289999999999999,1.644,8.666666666666666,4.540815821916599
12.3,12.666666666666666,0.026,1.4173333333333331,9.033333333333331,3.7512324395830543
3.6,7.0,0.0206666666666666,1.7746666666666666,9.9,3.0929487764250245
9.9,5.0,0.0253333333333333,1.906,11.7,3.3464325924004648
7.7,8.0,0.0223333333333333,2.511,12.1,4.000636934579797
7.6,10.0,0.02,2.3663333333333334,11.366666666666667,3.999462943106809
9.3,19.0,0.0293333333333333,1.307,8.6,4.766464929922673
22.7,22.0,0.0203333333333333,1.7990000000000002,6.466666666666666,4.656481702301165
2.0,23.33333333333333,0.0206666666666666,1.9916666666666665,7.466666666666666,5.2588075449053235
3.633333333333333,29.0,0.023,1.2006666666666663,6.133333333333333,5.683112993832819
5.966666666666666,25.33333333333333,0.0356666666666666,0.7303333333333333,6.633333333333333,5.460249390050436
6.866666666666667,19.666666666666668,0.0233333333333333,1.5186666666666666,8.5,4.695601427228931
4.5,15.0,0.032,1.4263333333333332,8.799999999999999,4.3135191529675305
2.066666666666667,10.0,0.0263333333333333,1.209,10.033333333333331,3.4787683758230443
3.466666666666667,6.0,0.0213333333333333,1.533,11.7,3.189064606077392
5.333333333333333,4.0,0.0173333333333333,1.9786666666666664,13.366666666666667,3.2479822959190887
2.3666666666666667,7.0,0.0086666666666666,1.8553333333333333,12.433333333333332,3.1351362577550104
1.9333333333333331,11.333333333333334,0.0076666666666666,1.743,10.866666666666667,3.356705135427376
4.933333333333334,19.666666666666668,0.0106666666666666,1.6686666666666667,10.366666666666667,4.610829605824889
3.333333333333333,21.33333333333333,0.013,1.1056666666666668,7.2,4.0363163188395195
7.466666666666666,25.33333333333333,0.0163333333333333,0.925,5.066666666666666,4.285834913640974
8.166666666666666,29.33333333333333,0.021,1.7833333333333332,6.666666666666667,6.166159599746318
8.0,26.0,0.0286666666666666,1.513,6.0,5.538713426593492
10.966666666666669,22.0,0.0136666666666666,1.1183333333333334,7.066666666666666,4.147123408163138
11.833333333333334,16.0,0.0166666666666666,1.1426666666666667,8.299999999999999,3.6180380034619377
3.966666666666667,7.0,0.0063333333333333,1.7053333333333331,11.066666666666668,2.7903759626919116
2.066666666666667,4.0,0.0076666666666666,1.7333333333333332,12.766666666666666,2.747850839032158
2.1333333333333333,4.0,0.0103333333333333,1.9546666666666663,13.066666666666668,2.9570017015226933
1.0666666666666669,8.0,0.0103333333333333,1.455,11.4,2.9958307129416597
4.033333333333333,13.333333333333334,0.0173333333333333,2.0836666666666663,9.8,3.9597100313891422
2.433333333333333,18.33333333333333,0.0156666666666666,1.3413333333333333,9.133333333333333,4.180749792730764
4.266666666666667,23.0,0.0063333333333333,1.4403333333333332,7.133333333333333,4.167615710655277
13.033333333333331,21.33333333333333,0.0353333333333333,1.6049999999999998,8.633333333333333,5.696579688149769
14.266666666666666,30.666666666666668,0.0303333333333333,1.2656666666666665,5.466666666666666,6.3152869919508445
16.966666666666665,22.0,0.053,1.2773333333333332,8.433333333333334,6.589833107560905
4.166666666666667,17.633333333333333,0.0593333333333333,1.6116666666666666,7.533333333333334,5.9605967230662715
11.866666666666667,14.433333333333332,0.0396666666666666,1.3733333333333333,8.933333333333332,4.5591240934584425
6.1000000000000005,9.1,0.019,1.522333333333333,9.766666666666666,3.18333862635693
4.1000000000000005,4.866666666666667,0.0153333333333333,1.465666666666667,11.333333333333334,2.7742651227333104
3.8333333333333335,4.733333333333333,0.0116666666666666,1.3873333333333333,12.0,2.7185519407133096
5.4,8.566666666666668,0.009,0.986,11.266666666666666,2.828459129303764
2.0,12.633333333333333,0.0076666666666666,2.49,10.266666666666667,3.7493568973451934
2.6666666666666665,17.099999999999998,0.012,1.6813333333333331,7.966666666666666,3.774105700111071
4.466666666666667,21.8,0.0103333333333333,0.7143333333333333,6.866666666666667,3.7558937500027145
2.066666666666667,23.666666666666668,0.0193333333333333,0.1763333333333333,7.666666666666667,4.316180515202218
0.3999999999999999,24.53333333333333,0.026,1.592666666666667,3.233333333333333,4.524954006230392
3.5,23.83333333333333,0.034,1.3436666666666666,7.2,5.594123317786696
0.7999999999999999,19.6,0.0453333333333333,2.0820000000000003,8.200000000000001,6.0806818319561895
0.5666666666666667,16.333333333333332,0.0106666666666666,2.238,7.400000000000001,3.7530182069323494
1.0666666666666669,10.433333333333332,0.0123333333333333,1.5473333333333334,7.966666666666666,2.853702899547495
0.7666666666666666,6.266666666666667,0.0056666666666666,1.7793333333333334,7.533333333333334,2.2280541772948714
0.5333333333333333,6.3,0.0093333333333333,1.453,10.133333333333333,2.5779315151600017
1.0,8.833333333333334,0.0119999999999999,2.146333333333333,11.6,3.469019027330151
1.2333333333333334,13.266666666666666,0.0046666666666666,1.638,10.333333333333334,3.373901429773663
4.533333333333333,18.53333333333333,0.009,0.9546666666666668,9.033333333333331,3.742977411398642
1.6333333333333335,23.23333333333333,0.0143333333333333,0.899,6.666666666666667,4.18221659817925
3.3666666666666667,24.0,0.0253333333333333,1.2853333333333332,8.200000000000001,5.39137710991032
1.5333333333333332,22.2,0.067,1.1353333333333333,8.066666666666666,7.321138188500745
4.266666666666667,20.933333333333334,0.0276666666666666,0.95,8.933333333333334,4.914508174095209
4.2,20.4,0.0043333333333333,1.102666666666667,9.4,3.9746955944042526
1.5,16.566666666666666,0.0073333333333333,1.3059999999999998,8.866666666666667,3.5234729267967806
4.566666666666666,11.566666666666668,0.011,2.1786666666666665,10.133333333333333,3.5625268199314952
