Date,Lake_mean_cells,Lake_max_cells
6/18/2018 0:00,1422,2699
6/25/2018 0:00,3367,5808
7/2/2018 0:00,624,707
7/9/2018 0:00,363,528
7/16/2018 0:00,211,422
7/23/2018 0:00,90,132
7/30/2018 0:00,620,686
8/6/2018 0:00,14690.5,28563
8/14/2018 0:00,15517,28784
8/16/2018 0:00,32009,32009
8/20/2018 0:00,8845.5,16727
8/22/2018 0:00,3749,3749
8/29/2018 0:00,2435.5,4812
8/30/2018 0:00,0,0
9/3/2018 0:00,488.5,977
9/10/2018 0:00,224.5,403
9/17/2018 0:00,515,766
9/27/2018 0:00,4026,5320
10/1/2018 0:00,4702.5,8006
10/8/2018 0:00,115.5,172
10/15/2018 0:00,198,396
10/22/2018 0:00,976.5,1663
10/29/2018 0:00,2703,3373
11/5/2018 0:00,231,264
11/12/2018 0:00,125.5,145
11/19/2018 0:00,115.5,125
11/26/2018 0:00,134,238
12/3/2018 0:00,211.5,383
12/10/2018 0:00,0,0
12/17/2018 0:00,0,0
12/24/2018 0:00,86,172
12/31/2018 0:00,39.5,79
1/7/2019 0:00,333.5,469
1/14/2019 0:00,59.5,119
1/21/2019 0:00,20,40
1/28/2019 0:00,0,0
2/7/2019 0:00,0,0
2/11/2019 0:00,0,0
2/18/2019 0:00,0,0
2/25/2019 0:00,0,0
3/4/2019 0:00,0,0
3/11/2019 0:00,0,0
3/18/2019 0:00,0,0
3/25/2019 0:00,0,0
4/1/2019 0:00,0,0
4/8/2019 0:00,0,0
4/15/2019 0:00,0,0
4/22/2019 0:00,0,0
4/29/2019 0:00,0,0
5/7/2019 0:00,0,0
5/13/2019 0:00,0,0
5/20/2019 0:00,0,0
5/28/2019 0:00,0,0
6/3/2019 0:00,14,28
6/10/2019 0:00,21,42
6/17/2019 0:00,14,28
6/24/2019 0:00,537.5,693
7/1/2019 0:00,91.5,141
7/8/2019 0:00,375,495
7/15/2019 0:00,77,126
7/23/2019 0:00,0,0
7/29/2019 0:00,183.5,283
8/5/2019 0:00,368,538
8/12/2019 0:00,304,481
8/19/2019 0:00,459.5,778
8/26/2019 0:00,239,352
9/2/2019 0:00,2067.5,2252
9/9/2019 0:00,7825.5,12054
9/16/2019 0:00,3448,3611
9/23/2019 0:00,622.5,948
9/30/2019 0:00,1926,3413
10/7/2019 0:00,49.5,99
10/14/2019 0:00,0,0
10/21/2019 0:00,155.5,311
10/28/2019 0:00,91.5,183
11/4/2019 0:00,226.5,453
11/11/2019 0:00,672,892
11/18/2019 0:00,134.5,170
11/25/2019 0:00,0,0
12/2/2019 0:00,99,198
12/9/2019 0:00,0,0
12/16/2019 0:00,0,0
12/23/2019 0:00,0,0
12/30/2019 0:00,0,0
1/6/2020 0:00,0,0
1/13/2020 0:00,0,0
1/20/2020 0:00,0,0
1/28/2020 0:00,0,0
2/3/2020 0:00,0,0
2/10/2020 0:00,0,0
2/18/2020 0:00,0,0
2/24/2020 0:00,0,0
3/2/2020 0:00,0,0
3/9/2020 0:00,0,0
3/16/2020 0:00,0,0
3/23/2020 0:00,0,0
3/30/2020 0:00,0,0
4/6/2020 0:00,0,0
4/14/2020 0:00,0,0
4/20/2020 0:00,155.5,311
4/27/2020 0:00,0,0
5/4/2020 0:00,0,0
5/11/2020 0:00,0,0
5/18/2020 0:00,0,0
5/25/2020 0:00,77.5,155
6/1/2020 0:00,226.5,255
6/8/2020 0:00,170,340
6/15/2020 0:00,381.5,707
6/22/2020 0:00,127,198
6/29/2020 0:00,311,481
7/6/2020 0:00,3215.5,4816
7/14/2020 0:00,169.5,254
7/20/2020 0:00,934.5,1827
7/27/2020 0:00,63,70
8/3/2020 0:00,580.5,722
8/11/2020 0:00,0,0
8/18/2020 0:00,637,977
8/24/2020 0:00,1281.5,2223
8/31/2020 0:00,240,325
9/8/2020 0:00,42,56
9/14/2020 0:00,162,198
9/21/2020 0:00,70.5,99
9/28/2020 0:00,0,0
10/5/2020 0:00,983.5,1245
10/12/2020 0:00,1437.5,1813
10/19/2020 0:00,516,863
10/26/2020 0:00,1933,2988
11/2/2020 0:00,2747.5,3385
11/9/2020 0:00,219,339
11/16/2020 0:00,0,0
11/23/2020 0:00,42.5,85
12/1/2020 0:00,21,42
12/7/2020 0:00,1855.5,2422
12/14/2020 0:00,827.5,948
12/21/2020 0:00,537.5,609
12/28/2020 0:00,2520.5,2676
1/4/2021 0:00,2804,2974
1/11/2021 0:00,1699.5,1931
1/19/2021 0:00,745.5,771
1/25/2021 0:00,372,375
2/1/2021 0:00,0,0
2/8/2021 0:00,16.5,33
2/15/2021 0:00,0,0
2/23/2021 0:00,41.5,83
3/2/2021 0:00,0,0
3/8/2021 0:00,66.5,133
3/15/2021 0:00,0,0
3/22/2021 0:00,0,0
3/29/2021 0:00,0,0
4/6/2021 0:00,0,0
4/13/2021 0:00,0,0
4/19/2021 0:00,0,0
4/26/2021 0:00,0,0
5/4/2021 0:00,0,0
5/10/2021 0:00,0,0
5/17/2021 0:00,0,0
5/25/2021 0:00,274.5,366
5/31/2021 0:00,341.5,350
6/7/2021 0:00,566,616
6/14/2021 0:00,1408,1866
6/21/2021 0:00,208,283
6/28/2021 0:00,66.5,133
7/5/2021 0:00,674,832
7/12/2021 0:00,0,0
7/19/2021 0:00,25,50
7/26/2021 0:00,874.5,966
8/2/2021 0:00,3824,5549
8/9/2021 0:00,3008,3816
8/17/2021 0:00,1991,2749
8/23/2021 0:00,2458,2533
8/30/2021 0:00,3816,4649
9/6/2021 0:00,1474.5,1566
9/13/2021 0:00,3899,4916
9/23/2021 0:00,9457.5,9533
9/28/2021 0:00,7639.5,9755
10/5/2021 0:00,6815,8878
10/12/2021 0:00,10582,13985
10/18/2021 0:00,5407.5,9425
10/25/2021 0:00,349.5,429
11/1/2021 0:00,49.5,99
11/9/2021 0:00,92.5,106
11/15/2021 0:00,0,0
11/22/2021 0:00,0,0
11/29/2021 0:00,0,0
12/6/2021 0:00,0,0
12/13/2021 0:00,0,0
12/21/2021 0:00,26.5,53
12/28/2021 0:00,330,620
1/3/2022 0:00,285,570
1/10/2022 0:00,0,0
1/17/2022 0:00,35,70
1/24/2022 0:00,0,0
2/3/2022 0:00,71,142
2/7/2022 0:00,0,0
2/14/2022 0:00,245.5,491
2/21/2022 0:00,0,0
2/28/2022 0:00,0,0
3/7/2022 0:00,0,0
3/14/2022 0:00,0,0
3/21/2022 0:00,0,0
3/29/2022 0:00,0,0
4/4/2022 0:00,0,0
4/11/2022 0:00,0,0
4/18/2022 0:00,0,0
4/25/2022 0:00,0,0
5/2/2022 0:00,258.5,517
5/9/2022 0:00,262.5,525
5/16/2022 0:00,0,0
5/23/2022 0:00,0,0
5/30/2022 0:00,112.5,225
6/7/2022 0:00,170.5,341
6/13/2022 0:00,0,0
6/20/2022 0:00,0,0
6/27/2022 0:00,166.5,233
7/4/2022 0:00,870.5,975
7/11/2022 0:00,2463.5,4816
7/19/2022 0:00,1095.5,1591
7/25/2022 0:00,1650,2040
8/1/2022 0:00,3527.5,3750
8/8/2022 0:00,1352.5,1380
8/16/2022 0:00,415,830
8/22/2022 0:00,6240,6865
8/29/2022 0:00,2774,3266
9/5/2022 0:00,,
9/13/2022 0:00,503.5,924
9/20/2022 0:00,324.5,458
9/26/2022 0:00,1857,2749
10/5/2022 0:00,895,924
10/11/2022 0:00,819.5,940
10/17/2022 0:00,637,858
10/24/2022 0:00,605,975
11/1/2022 0:00,0,0
11/8/2022 0:00,183,233
11/14/2022 0:00,270.5,541
11/22/2022 0:00,90,180
11/29/2022 0:00,7.5,15
12/6/2022 0:00,0,0
12/14/2022 0:00,0,0
12/19/2022 0:00,12.5,25
12/26/2022 0:00,0,0
1/2/2023 0:00,45,90
1/9/2023 0:00,0,0
1/16/2023 0:00,0,0
1/26/2023 0:00,0,0
1/30/2023 0:00,0,0
2/7/2023 0:00,33,66
2/13/2023 0:00,0,0
2/20/2023 0:00,0,0
2/27/2023 0:00,0,0
3/7/2023 0:00,0,0
3/13/2023 0:00,0,0
3/21/2023 0:00,0,0
3/27/2023 0:00,0,0
4/4/2023 0:00,0,0
4/10/2023 0:00,0,0
4/17/2023 0:00,0,0
4/24/2023 0:00,0,0
5/2/2023 0:00,0,0
5/9/2023 0:00,0,0
5/15/2023 0:00,0,0
5/22/2023 0:00,0,0
5/30/2023 0:00,0,0
6/5/2023 0:00,152.5,220
6/12/2023 0:00,187.5,375
6/19/2023 0:00,465,555
6/27/2023 0:00,2787.5,4060
7/3/2023 0:00,600,805
7/11/2023 0:00,235,280
7/17/2023 0:00,0,0
7/24/2023 0:00,0,0
7/31/2023 0:00,350,395
8/7/2023 0:00,425,535
8/14/2023 0:00,30,60
8/21/2023 0:00,55,110
8/28/2023 0:00,0,0
9/4/2023 0:00,102.5,205
9/11/2023 0:00,55,110
9/18/2023 0:00,0,0
9/25/2023 0:00,177.5,355
10/4/2023 0:00,0,0
10/10/2023 0:00,137.5,275
10/16/2023 0:00,0,0
10/23/2023 0:00,0,0
10/30/2023 0:00,90,180
11/6/2023 0:00,0,0
11/13/2023 0:00,0,0
11/20/2023 0:00,0,0
11/27/2023 0:00,0,0
12/5/2023 0:00,0,0
12/12/2023 0:00,0,0
12/19/2023 0:00,0,0
12/26/2023 0:00,0,0
1/2/2024 0:00,0,0
1/9/2024 0:00,0,0
1/15/2024 0:00,0,0
1/22/2024 0:00,0,0
1/29/2024 0:00,0,0
2/5/2024 0:00,0,0
2/13/2024 0:00,0,0
2/19/2024 0:00,0,0
2/26/2024 0:00,0,0
3/4/2024 0:00,0,0
3/11/2024 0:00,0,0
3/18/2024 0:00,0,0
3/25/2024 0:00,87.5,100
4/1/2024 0:00,0,0
4/8/2024 0:00,0,0
4/16/2024 0:00,0,0
4/22/2024 0:00,0,0
4/30/2024 0:00,0,0
5/7/2024 0:00,75,150
5/13/2024 0:00,0,0
5/20/2024 0:00,0,0
5/27/2024 0:00,0,0
6/4/2024 0:00,0,0
6/10/2024 0:00,725,850
6/17/2024 0:00,1572.5,2530
6/24/2024 0:00,1677.5,2905
7/1/2024 0:00,1165,1480
7/8/2024 0:00,400,525
7/15/2024 0:00,37.5,75
7/22/2024 0:00,0,0
7/29/2024 0:00,187.5,375
8/6/2024 0:00,762.5,950
8/12/2024 0:00,2037.5,2325
8/19/2024 0:00,700,900
8/26/2024 0:00,3350,3600
9/3/2024 0:00,3050,3850
9/9/2024 0:00,1765,2000
9/19/2024 0:00,1387.5,1575
9/24/2024 0:00,1070,1100
9/30/2024 0:00,1550,1750
10/7/2024 0:00,800,1100
10/14/2024 0:00,380,700
10/21/2024 0:00,850,1400
10/28/2024 0:00,220,440
11/5/2024 0:00,225,350
11/12/2024 0:00,0,0
11/19/2024 0:00,0,0
11/25/2024 0:00,0,0
12/2/2024 0:00,0,0
12/9/2024 0:00,0,0
12/16/2024 0:00,0,0
12/23/2024 0:00,50,100
12/31/2024 0:00,0,0
1/7/2025 0:00,0,0
1/14/2025 0:00,75,150
1/21/2025 0:00,0,0
1/27/2025 0:00,,
2/4/2025 0:00,0,0
2/10/2025 0:00,,
2/18/2025 0:00,0,0
2/24/2025 0:00,0,0
3/5/2025 0:00,0,0
3/10/2025 0:00,0,0
3/17/2025 0:00,0,0
3/25/2025 0:00,0,0
3/31/2025 0:00,0,0
4/8/2025 0:00,0,0
4/14/2025 0:00,0,0
4/21/2025 0:00,0,0
4/28/2025 0:00,0,0
5/7/2025 0:00,0,0
5/13/2025 0:00,0,0
5/19/2025 0:00,0,0
5/26/2025 0:00,0,0
6/2/2025 0:00,140,280
6/10/2025 0:00,262.5,325
6/17/2025 0:00,815,1350
6/23/2025 0:00,737.5,800
6/30/2025 0:00,865,900
7/7/2025 0:00,1102.5,1355
7/15/2025 0:00,750,850
7/21/2025 0:00,,
7/29/2025 0:00,0,0
8/5/2025 0:00,0,0
8/11/2025 0:00,0,0
8/19/2025 0:00,50,100
8/25/2025 0:00,425,600
9/2/2025 0:00,337.5,475
9/8/2025 0:00,200,250
9/15/2025 0:00,0,0
9/23/2025 0:00,775,850
9/29/2025 0:00,500,550
10/6/2025 0:00,,
10/14/2025 0:00,375,750
10/21/2025 0:00,542.5,830
10/27/2025 0:00,975,1400
11/3/2025 0:00,475,550
11/10/2025 0:00,0,0
11/18/2025 0:00,50,100
11/25/2025 0:00,0,0
12/2/2025 0:00,0,0
12/9/2025 0:00,0,0
12/15/2025 0:00,0,0
12/23/2025 0:00,0,0
